
7516/2,Computer Science Paper 2,AS,1h 30m,5/22/2023
7701/2,English Language Paper 2,AS,1h 30m,AM,5/22/2023
7136/2,Economics Paper 2,A-level,2h,5/22/2023
7447/1,Environmental Science Paper 1,A-level,3h,AM,5/22/2023
7572/1,Media Studies Paper 1,A-level,2h,5/22/2023
7192/1,Sociology Paper 1,A-level,2h,AM,5/22/2023
7181/2,Psychology Paper 2,AS,1h 30m,5/22/2023
7691/2,Spanish Paper 2,AS,1h 30m,AM,5/22/2023

7132/1,Business Paper 1,A-level,2h,AM,5/23/2023
7041/2A-2S,History Paper 2 (options A to S),AS,1h 30m,5/23/2023
7404/2,Chemistry Paper 2,AS,1h 30m,AM,5/23/2023
7152/1,Politics Paper 1,A-level,2h,5/23/2023
7237/W,Dance,A-level,2h 30m,AM,5/23/2023
7661/2,German Paper 2,AS,1h 30m,AM,5/23/2023
7191/2,Sociology Paper 2,AS,1h 30m,AM,5/23/2023

7036/2,Geography Paper 2,AS,1h 30m,AM,5/24/2023
7707/1,English Language and Literature Paper 1,A-level,3h,5/24/2023
7042/1A-1L,History Paper 1 (options A to L),A-level,2h 30m,AM,5/24/2023
7712/1,English Literature A Paper 1,A-level,3h,5/24/2023
7717/1A+1B,English Literature B Paper 1 (options A and B),A-level,2h 30m,5/24/2023
7582/1,Physical Education Paper 1,A-level,2h,5/24/2023
7407/2,Physics Paper 2,AS,1h 30m,5/24/2023
7408/1,Physics Paper 1,A-level,2h,5/24/2023
1350/2A-2C,Level 3 Mathematical Studies Paper 2 (options A to C),L3,1h 30m,5/24/2023

7401/2,Biology Paper 2,AS,1h 30m,AM,5/25/2023
7356/2,Mathematics Paper 2,AS,1h 30m,5/25/2023
7702/1,English Language Paper 1,A-level,2h 30m,AM,5/25/2023
7367/1,Further Mathematics Paper 1,A-level,2h,5/25/2023
7651/2,French Paper 2,AS,1h 30m,AM,5/25/2023
7672/1,Modern Hebrew Paper 1,A-level,2h 30m,5/25/2023
7687/1,Polish Paper 1,A-level,2h 30m,AM,5/25/2023
7682/1,Panjabi Paper 1,A-level,2h 30m,5/25/2023
7061/2A-2E,Religious Studies Paper 2,AS,1h,AM,5/25/2023
7182/2,Psychology Paper 2,A-level,2h,5/25/2023

7127/1,Accounting Paper 1,A-level,3h,AM,5/26/2023
7131/2,Business Paper 2,AS,1h 30m,5/26/2023
7711/2,English Literature A Paper 2,AS,1h 30m,AM,5/26/2023
7716/2A+2B,English Literature B Paper 2 (options A and B),AS,1h 30m,AM,5/26/2023
7162/1,Law Paper 1,A-level,2h,AM,5/26/2023
7172/2,Philosophy Paper 2,A-level,3h,AM,5/26/2023

7136/3,Economics Paper 3,A-level,2h,AM,6/5/2023
7367/2,Further Mathematics Paper 2,A-level,2h,6/5/2023
7702/2,English Language Paper 2,A-level,2h 30m,AM,6/5/2023
7682/2,Panjabi Paper 2,A-level,2h,6/5/2023
7687/2,Polish Paper 2,A-level,2h,6/5/2023
7182/3,Psychology Paper 3,A-level,2h,6/5/2023

7127/2,Accounting Paper 2,A-level,3h,AM,6/6/2023
7162/2,Law Paper 2,A-level,2h,6/6/2023
7677/2,Biblical Hebrew Paper 2,A-level,2h,AM,6/6/2023
7357/1,Mathematics Paper 1,A-level,2h,6/6/2023
7037/2,Geography Paper 2,A-level,2h 30m,AM,6/6/2023
7572/2,Media Studies Paper 2,A-level,2h,6/6/2023
7662/1,German Paper 1,A-level,2h 30m,AM,6/6/2023

ABS1,Applied Business 1,L3,1h 30m,AM,6/7/2023
7637/2,Bengali Paper 2,A-level,2h,6/7/2023
7132/2,Business Paper 2,A-level,2h,AM,6/7/2023
7402/1,Biology Paper 1,A-level,2h,6/7/2023
7672/2,Modern Hebrew Paper 2,A-level,2h,6/7/2023
7562/1,D&T: Fashion and Textiles,A-level,2h 30m,6/7/2023
7692/1,Spanish Paper 1,A-level,2h 30m,AM,6/7/2023
7552/1,D&T: Product Design,A-level,2h 30m,6/7/2023
7262/W,Drama and Theatre,A-level,3h,6/7/2023
7152/2,Politics Paper 2,A-level,2h,6/7/2023

7707/2,English Language and Literature Paper 2,A-level,2h 30m,AM,6/8/2023
7712/2A+2B,English Literature A Paper 2 (options A	and B),A-level,2h 30m,AM,6/8/2023
7717/2A+2B,English Literature B Paper 2 (options A and B),A-level,3h,AM,6/8/2023
7582/2,Physical Education Paper 2,A-level,2h,AM,6/8/2023

7447/2,Environmental Science Paper 2,A-level,3h,AM,6/9/2023
7042/2A-2T,History Paper 2 (options A to T),A-level,2h 30m,6/9/2023
7408/2,Physics Paper 2,A-level,2h,AM,6/9/2023
7192/2,Sociology Paper 2,A-level,2h,AM,6/9/2023

ABS4,Applied Business 4,L3,1h 30m,AM,6/12/2023
ASC1,Applied Science 1,L3,1h 30m,6/12/2023
7405/1,Chemistry Paper 1,A-level,2h,AM,6/12/2023
7517/1A-1E,Computer Science Paper 1 (options A to E),A-level,2h 30m,6/12/2023
7652/1,French Paper 1,A-level,2h 30m,AM,6/12/2023
7162/3A+3B,Law (options A and B),A-level,2h,AM,6/12/2023
7272/W,Music,A-level,2h 30m,6/12/2023
7062/1,Religious Studies Paper 1,A-level,3h,AM,6/12/2023

7637/3,Bengali Paper 3,A-level,2h 30m,AM,6/13/2023
7357/2,Mathematics Paper 2,A-level,2h,6/13/2023
7687/3,Polish Paper 3,A-level,2h 30m,AM,6/13/2023

7132/3,Business Paper 3,A-level,2h,AM,6/14/2023
7677/3,Biblical Hebrew Paper 3,A-level,2h,6/14/2023
7692/2,Spanish Paper 2,A-level,2h,AM,6/14/2023
7367/3D+3M+3S,Further Mathematics,A-level,2h,6/14/2023
7192/3,Sociology Paper 3,A-level,2h,6/14/2023

ASC3,Applied Science 3,L3,1h 30m,AM,6/15/2023
7672/3,Modern Hebrew Paper 3,A-level,2h 30m,AM,6/15/2023
7682/3,Panjabi Paper 3,A-level,2h 30m,AM,6/15/2023
7408/3,Physics Paper 3,A-level,2h,AM,6/15/2023

7402/2,Biology Paper 2,A-level,2h,AM,6/16/2023
7562/2,D&T: Fashion and Textiles,A-level,1h 30m,AM,6/16/2023
7552/2,D&T: Product Design,A-level,1h 30m,AM,6/16/2023
7662/2,German Paper 2,A-level,2h,AM,6/16/2023
7152/3,Politics Paper 3,A-level,2h,AM,6/16/2023

7517/2,Computer Science Paper 2,A-level,2h 30m,AM,6/19/2023
7405/2,Chemistry Paper 2,A-level,2h,6/19/2023
7652/2,French Paper 2,A-level,2h,AM,6/19/2023
7062/2A-2E,Religious Studies Paper 2 (options A to E),A-level,3h,6/19/2023

7357/3,Mathematics Paper 3,A-level,2h,6/20/2023

7402/3,Biology Paper 3,A-level,2h,AM,6/21/2023

ASC4,Applied Science 4,L3,1h 30m,AM,6/22/2023

7405/3,Chemistry Paper 3,A-level,2h,AM,6/23/2023
